Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
MATW,Matthews International Corporation Class A Common Stock,1994,1003137622,240094,Capital Goods,Metal Fabrications
MAYS,J. W. Mays Inc. Common Stock,,57348941,206,Consumer Services,Building operators
MBCN,Middlefield Banc Corp. Common Stock,,121184090,10420,Finance,Major Banks
MBII,Marrone Bio Innovations Inc. Common Stock,2013,238998798,693448,Basic Industries,Agricultural Chemicals
MBIN,Merchants Bancorp Common Stock,2017,885652367,57325,Finance,Major Banks
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,,0,10098,Finance,Major Banks
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,,0,638,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,,276804359,3261297,Health Care,Major Pharmaceuticals
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,2019,0,6531,,
MBRX,Moleculin Biotech Inc. Common Stock,2016,60590627,2039195,Health Care,Major Pharmaceuticals
MBUU,Malibu Boats Inc. Class A Common Stock,2014,1479043280,179850,Capital Goods,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,1998,455620280,41446,Finance,Major Banks
MCAC,Mountain Crest Acquisition Corp. Common Stock,2020,95035387,306002,Consumer Services,Other Specialty Stores
MCACR,Mountain Crest Acquisition Corp. Right,2020,0,36788,Consumer Services,Other Specialty Stores
MCACU,Mountain Crest Acquisition Corp Unit,2020,0,1060,Consumer Services,Other Specialty Stores
MCADU,Mountain Crest Acquisition Corp. II Unit,2021,0,37791,Finance,Business Services
MCBC,Macatawa Bank Corporation Common Stock,,286110075,212592,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,2019,383057080,42551,Finance,Major Banks
MCFE,McAfee Corp. Class A Common Stock,2020,8547216956,521847,Technology,Computer Software: Prepackaged Software
MCFT,MasterCraft Boat Holdings Inc. Common Stock,2015,499962676,164808,Capital Goods,Marine Transportation
MCHP,Microchip Technology Incorporated Common Stock,1993,37275470447,2999529,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,2004,113963360,75787,Miscellaneous,Business Services
MCMJ,Merida Merger Corp. I Common Stock,2019,167484946,15637,Finance,Business Services
MCMJW,Merida Merger Corp. I Warrant,2019,0,41782,Finance,Business Services
MCRB,Seres Therapeutics Inc. Common Stock,2015,2181745371,586429,Health Care,Major Pharmaceuticals
MCRI,Monarch Casino & Resort Inc. Common Stock,1993,999921424,127393,Consumer Services,Hotels/Resorts
MDB,MongoDB Inc. Class A Common Stock,2017,22358803978,798348,Technology,Computer Software: Prepackaged Software
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,,1785110278,531482,Health Care,Major Pharmaceuticals
MDIA,Mediaco Holding Inc. Class A Common Stock ,,26824619,160180,Consumer Services,Broadcasting
MDLZ,Mondelez International Inc. Class A Common Stock,,81690897023,7518492,Consumer Non-Durables,Packaged Foods
MDRR,Medalist Diversified REIT Inc. Common Stock,2018,11419164,152195,Consumer Services,Real Estate Investment Trusts
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,,0,1061,Consumer Services,Real Estate Investment Trusts
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,,2598798652,1677742,Technology,EDP Services
MDVL,MedAvail Holdings Inc. Common Stock,,428797515,302468,Health Care,Major Pharmaceuticals
MDWT,Midwest Holding Inc. Common Stock,,205640771,5711,Finance,Life Insurance
MDXG,MiMedx Group Inc Common Stock,,1026614889,838359,Health Care,Medical/Dental Instruments
MEDP,Medpace Holdings Inc. Common Stock,2016,4791259221,138130,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,Trxade Group Inc. Common Stock,,45974325,68240,Health Care,Other Pharmaceuticals
MEIP,MEI Pharma Inc. Common Stock,,355569523,1145208,Health Care,Major Pharmaceuticals
MESA,Mesa Air Group Inc. Common Stock,2018,235225110,869647,Transportation,Air Freight/Delivery Services
METC,Ramaco Resources Inc. Common Stock,2017,129432210,46761,Energy,Coal Mining
MFIN,Medallion Financial Corp. Common Stock,,154343721,52352,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp. 9.000% Notes due 2021,,0,2045,Finance,Finance: Consumer Services
MFNC,Mackinac Financial Corporation Common Stock,,134829939,13539,Finance,Major Banks
MGEE,MGE Energy Inc,,2334345534,127740,Energy,Electric Utilities: Central
MGI,Moneygram International Inc. Common Stock,,502183958,2295848,Miscellaneous,Business Services
MGLN,Magellan Health Inc. Common Stock,,2411933344,568678,Health Care,Hospital/Nursing Management
MGNI,Magnite Inc. Common Stock,,3918563775,3594909,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,2013,1155554548,481237,Health Care,Major Pharmaceuticals
MGPI,MGP Ingredients Inc.,,969954552,142219,Consumer Non-Durables,Beverages (Production/Distribution)
MGRC,McGrath RentCorp Common Stock,1984,1702739865,94519,Technology,Diversified Commercial Services
MGTA,Magenta Therapeutics Inc. Common Stock,2018,418321135,193574,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc Ordinary Shares,2018,632949337,142348,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGYR,Magyar Bancorp Inc. Common Stock,,62174982,1536,Finance,Savings Institutions
MICT,MICT Inc. Common Stock,,151567208,917676,Capital Goods,Electrical Products
MIDD,Middleby Corporation (The) Common Stock,,7700628950,579782,Technology,Industrial Machinery/Components
MIK,The Michaels Companies Inc. Common Stock,2014,2281184775,12558978,Consumer Services,Recreational Products/Toys
MIND,MIND Technology Inc. Common Stock (DE),1994,28969247,352003,Capital Goods,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),,0,6331,Capital Goods,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals Inc. Common Stock,2019,535707824,70049,Health Care,Major Pharmaceuticals
MITK,Mitek Systems Inc. Common Stock,,745416564,876014,Technology,Computer peripheral equipment
MITO,Stealth BioTherapeutics Corp. ADS,2019,75842112,389057,Health Care,Major Pharmaceuticals
MKGI,Monaker Group Inc. Common Stock,,42227513,156519,Consumer Services,Transportation Services
MKSI,MKS Instruments Inc. Common Stock,1999,9206239583,667952,Capital Goods,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,2004,20369306267,422523,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,,1448578799,22996,Capital Goods,Industrial Machinery/Components
MLHR,Herman Miller Inc. Common Stock,,2117919371,542125,Consumer Durables,Office Equipment/Supplies/Services
MLND,Millendo Therapeutics Inc. Common Stock,,35339444,472884,Health Care,Major Pharmaceuticals
MLVF,Malvern Bancorp Inc. Common Stock,,120389456,5143,Finance,Savings Institutions
MMAC,MMA Capital Holdings Inc. Common Stock,,132387691,21067,Finance,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,2002,67214837,390429,Energy,Oil Refining/Marketing
MMSI,Merit Medical Systems Inc. Common Stock,,3072330179,303950,Health Care,Medical/Dental Instruments
MNKD,MannKind Corporation Common Stock,2004,871970812,3581372,Health Care,Major Pharmaceuticals
MNOV,Medicinova Inc Common Stock,,262042939,183352,Health Care,Major Pharmaceuticals
MNPR,Monopar Therapeutics Inc. Common Stock,2019,91366730,1972894,Health Care,Major Pharmaceuticals
MNRO,Monro Inc. Common Stock,1991,1930164178,711308,Consumer Services,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,,130878449,18455,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,,0,2800,Finance,Major Banks
MNST,Monster Beverage Corporation,,46842053849,1884473,Consumer Non-Durables,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,2021,1600741674,307752,Public Utilities,Natural Gas Distribution
MNTX,Manitex International Inc. Common Stock,,115385110,20520,Technology,Industrial Machinery/Components
MODV,ModivCare Inc. Common Stock,,2286685473,73899,Consumer Services,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,,401120394,28590,Finance,Major Banks
MONCU,Monument Circle Acquisition Corp. Unit,2021,0,480994,Finance,Business Services
MORF,Morphic Holding Inc. Common Stock,2019,1045803562,122148,Health Care,Major Pharmaceuticals
MORN,Morningstar Inc. Common Stock,2005,9915397512,124765,Finance,Investment Managers
MOSY,MoSys Inc. Common Stock,2001,10271592,192511,Technology,Semiconductors
MOTN,Motion Acquisition Corp. Class A Common Stock,2020,151764063,12154,Finance,Business Services
MOTNU,Motion Acquisition Corp. Unit,2020,0,6024,Finance,Business Services
MOTNW,Motion Acquisition Corp. Warrants to purchase one Class A common,2020,0,5610,Finance,Business Services
MPAA,Motorcar Parts  of America Inc. Common Stock,,399672084,84248,Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,,184133087,31401,Finance,Major Banks
MPWR,Monolithic Power Systems Inc. Common Stock,2004,16594794060,373611,Technology,Semiconductors
MRACU,Marquee Raine Acquisition Corp. Unit,2020,0,13198,Finance,Business Services
MRAM,Everspin Technologies Inc. Common Stock,2016,104910906,134333,Technology,Semiconductors
MRBK,Meridian Corporation Common Stock,2017,125101021,16725,,
MRCC,Monroe Capital Corporation Common Stock,2012,185553833,56889,,
MRCCL,Monroe Capital Corporation 5.75% Notes due 2023,,0,78541,,
MRCY,Mercury Systems Inc Common Stock,1998,4116848306,470434,Capital Goods,Electrical Products
MRIN,Marin Software Incorporated Common Stock,,18480750,762780,Technology,EDP Services
MRKR,Marker Therapeutics Inc. Common Stock,,86445184,396160,Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp. Common Stock,2003,143095849,31424,Finance,Major Banks
MRNA,Moderna Inc. Common Stock,2018,63135547253,16451318,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,2014,446022767,299829,Health Care,Major Pharmaceuticals
MRSN,Mersana Therapeutics Inc. Common Stock,2017,1276107028,1209450,Health Care,Major Pharmaceuticals
MRTN,Marten Transport Ltd. Common Stock,1986,1327027626,350813,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,,10250803983,858330,Health Care,Major Pharmaceuticals
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,2020,7741500352,1754419,Health Care,Major Pharmaceuticals
MSBI,Midland States Bancorp Inc. Common Stock,2016,415500864,65885,Finance,Major Banks
MSEX,Middlesex Water Company Common Stock,,1372222156,125774,Public Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,1986,1.80643E+12,48989987,Technology,Computer Software: Prepackaged Software
MSGM,Motorsport Games Inc. Class A Common Stock,2021,541299000,63536,Technology,Computer Software: Prepackaged Software
MSON,MISONIX Inc. Common Stock (DE),1992,238596480,54718,Capital Goods,Medical Specialities
MSTR,MicroStrategy Incorporated Common Stock Class A,1998,5359794763,747985,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,2018,48032560,373,Finance,Savings Institutions
MTACU,MedTech Acquisition Corporation Unit,2020,0,37591,Finance,Business Services
MTBC,MTBC Inc. Common Stock,2014,156532313,505620,Technology,Computer Software: Prepackaged Software
MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,,0,25860,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,,37641948691,3648213,Technology,Computer Software: Programming Data Processing
MTCR,Metacrine Inc. Common Stock,2020,251256984,20440,Health Care,Major Pharmaceuticals
MTEM,Molecular Templates Inc. Common Stock,,566594243,235597,Health Care,Major Pharmaceuticals
MTEX,Mannatech Incorporated Common Stock,,38874668,1340,Consumer Durables,Specialty Chemicals
MTRX,Matrix Service Company Common Stock,1990,331124450,306132,Basic Industries,Engineering & Construction
MTSC,MTS Systems Corporation Common Stock,,1134517635,233851,Capital Goods,Industrial Machinery/Components
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,2012,4096503935,988591,Technology,Semiconductors
MU,Micron Technology Inc. Common Stock,,87692658258,18331028,Technology,Semiconductors
MUDSU,Mudrick Capital Acquisition Corporation II Unit,2020,0,66569,Finance,Business Services
MVBF,MVB Financial Corp. Common Stock,,265081367,16159,Finance,Major Banks
MVIS,MicroVision Inc. Common Stock,1996,1095454788,11087201,Capital Goods,Industrial Machinery/Components
MVNR,Mavenir plc Class A Ordinary Shares,,,0,Technology,Computer Software: Prepackaged Software
MWK,Mohawk Group Holdings Inc. Common Stock,2019,624490799,579193,Consumer Durables,Home Furnishings
MXIM,Maxim Integrated Products Inc. Common Stock,1988,23789806355,2301061,Technology,Semiconductors
MYFW,First Western Financial Inc. Common Stock,2018,154422966,15961,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,1995,2078817667,1374538,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYRG,MYR Group Inc. Common Stock,,991416165,117262,Basic Industries,Water Supply
NAII,Natural Alternatives International Inc. Common Stock,,92925865,60669,Consumer Durables,Specialty Chemicals
NAOV,NanoVibronix Inc. Common Stock,,11043430,2396131,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,2020,4640192808,520570,Health Care,Medical/Dental Instruments
NATH,Nathan's Famous Inc. Common Stock,1993,231300440,6723,Consumer Services,Restaurants
NATI,National Instruments Corporation Common Stock,1995,5593689177,947025,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,,319050200,35793,Health Care,Major Pharmaceuticals
NAVI,Navient Corporation Common Stock,,2151534912,2200084,Finance,Investment Bankers/Brokers/Service
NBEV,NewAge Inc. Common Stock,,383354587,1996660,Consumer Non-Durables,Beverages (Production/Distribution)
NBIX,Neurocrine Biosciences Inc. Common Stock,1996,10457525095,728407,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBLX,Noble Midstream Partners LP Common Units Representing Limited Partner Interests,,1063418794,362069,Energy,Natural Gas Distribution
NBN,Northeast Bank Common Stock,,208972461,57423,Finance,Major Banks
NBSE,NeuBase Therapeutics Inc.  Common Stock,,217869355,337226,Health Care,Major Pharmaceuticals
NBTB,NBT Bancorp Inc. Common Stock,,1446614484,233478,Finance,Major Banks
NCBS,Nicolet Bankshares Inc. Common Stock,,687755700,23532,Finance,Major Banks
NCMI,National CineMedia Inc. Common Stock,2007,317526698,1874545,Consumer Services,Advertising
NCNO,nCino Inc. Common Stock,2020,6634133188,1098998,Technology,Computer Software: Prepackaged Software
NCSM,NCS Multistage Holdings Inc. Common Stock,2017,79800391,4814,Energy,Oilfield Services/Equipment
NDAQ,Nasdaq Inc. Common Stock,,22806147111,979352,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,2013,374499553,262370,Consumer Services,Restaurants
NDRA,ENDRA Life Sciences Inc. Common Stock,2017,66251429,3966273,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc. Warrants,2017,0,70720,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,,10711881266,221664,Capital Goods,Industrial Machinery/Components
NEBCU,Nebula Caravel Acquisition Corp. Unit,2020,0,33737,Finance,Business Services
NEO,NeoGenomics Inc. Common Stock,,6133128785,928260,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,1989,4318093023,179311,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEOS,Neos Therapeutics Inc. Common Stock,2015,40059084,2899492,Health Care,Major Pharmaceuticals
NEPH,Nephros Inc. Common Stock,,76204443,2298,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,2014,135704881,508967,Health Care,Major Pharmaceuticals
NESR,National Energy Services Reunited Corp. Ordinary Shares,2017,922542082,290959,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp. Warrant,2017,0,2068,Energy,Oilfield Services/Equipment
NETE,Net Element Inc. Common Stock,,63230004,707519,Technology,EDP Services
NEWT,Newtek Business Services Corp. Common Stock (Maryland),,455455682,152451,,
NEWTI,Newtek Business Services Corp. 6.25% Notes Due 2023,,0,7083,,
NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,,0,886,,
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,,0,25689,,
NEXT,NextDecade Corporation Common Stock,2015,262727799,437611,Public Utilities,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),,664563101,206773,Finance,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,2019,7805641931,372528,Public Utilities,Oil/Gas Transmission
NFLX,Netflix Inc. Common Stock,2002,2.37951E+11,5958581,Consumer Services,Consumer Electronics/Video Chains
NGAC,NextGen Acquisition Corporation Class A Ordinary Shares,2020,0,260672,Finance,Business Services
NGACU,NextGen Acquisition Corporation Units,2020,0,241239,Finance,Business Services
NGACW,NextGen Acquisition Corporation Warrants,2020,0,62559,Finance,Business Services
NGHCO,National General Holdings Corp Depositary Shares,,0,17294,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp Preferred Stock Series A,,0,755,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp 7.625% Subordinated Notes due 2055,,0,4554,Finance,Property-Casualty Insurers
NGM,NGM Biopharmaceuticals Inc. Common Stock,2019,1918851703,253282,Health Care,Major Pharmaceuticals
NH,NantHealth Inc. Common Stock,2016,507136446,5597154,Technology,EDP Services
NHIC,NewHold Investment Corp. Class A Common Stock,2020,223387500,86658,Finance,Business Services
NHICU,NewHold Investment Corp. Unit,2020,0,6485,Finance,Business Services
NHICW,NewHold Investment Corp. Warrant,2020,0,54933,Finance,Business Services
NHLD,National Holdings Corporation Common Stock,,45150197,30423,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation Warrants,,0,24185,Finance,Investment Bankers/Brokers/Service
NHTC,Natural Health Trends Corp. Common Stock,,62595514,11778,Consumer Durables,Consumer Specialties
NICK,Nicholas Financial Inc. Common Stock,,70902000,2009,Finance,Finance Companies
NK,NantKwest Inc. Common Stock,2015,2020139318,1318629,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKLA,Nikola Corporation Common Stock,2018,8903152283,27097253,Capital Goods,Auto Manufacturing
NKSH,National Bankshares Inc. Common Stock,,202727816,30690,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,,3308111401,1880439,Health Care,Major Pharmaceuticals
NKTX,Nkarta Inc. Common Stock,2020,1389867728,296518,Health Care,Major Pharmaceuticals
NLOK,NortonLifeLock Inc. Common Stock,,12606821862,5354625,Technology,Computer Software: Prepackaged Software
NMFC,New Mountain Finance Corporation Common Stock,,1121260620,474125,,
NMFCL,New Mountain Finance Corporation 5.75% Notes due 2023,,0,1360,,
NMIH,NMI Holdings Inc. Class A Common Stock,2013,1878615968,725639,Finance,Property-Casualty Insurers
NMMC,North Mountain Merger Corp. Class A Common Stock,2020,168618750,3795,Finance,Business Services
NMMCU,North Mountain Merger Corp. Unit,2020,0,1676,Finance,Business Services
NMMCW,North Mountain Merger Corp. Warrant,2020,0,9828,Finance,Business Services
NMRK,Newmark Group Inc. Class A Common Stock,2017,1272720724,798177,Finance,Real Estate
NMTR,9 Meters Biopharma Inc. Common Stock,2018,217639799,12429408,Health Care,Major Pharmaceuticals
NNBR,NN Inc. Common Stock,1994,265781029,131685,Capital Goods,Metal Fabrications
NOACU,Natural Order Acquisition Corp. Unit,2020,0,351476,Finance,Business Services
NODK,NI Holdings Inc. Common Stock,2017,362211894,15436,Finance,Property-Casualty Insurers
NOVN,Novan Inc. Common Stock,2016,176892239,12432009,Health Care,Major Pharmaceuticals
NOVS,Novus Capital Corporation Common Stock,2020,312202000,477785,Consumer Non-Durables,Farming/Seeds/Milling
NOVSU,Novus Capital Corporation Units,2020,0,7448,Consumer Non-Durables,Farming/Seeds/Milling
NOVSW,Novus Capital Corporation Warrants,2020,0,231487,Consumer Non-Durables,Farming/Seeds/Milling
NOVT,Novanta Inc. Common Stock,,4462937243,92125,Miscellaneous,Industrial Machinery/Components
NPA,New Providence Acquisition Corp. Class A Common Stock,2019,403362500,1536837,Consumer Services,Telecommunications Equipment
NPAUU,New Providence Acquisition Corp. Unit,2019,0,31069,Consumer Services,Telecommunications Equipment
NPAWW,New Providence Acquisition Corp. Warrant,2019,0,329352,Consumer Services,Telecommunications Equipment
NRAC,Noble Rock Acquisition Corporation,,,0,,
NRACU,Noble Rock Acquisition Corporation,,,0,,
NRACW,Noble Rock Acquisition Corporation,,,0,,
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,2016,126819161,252404,Health Care,Major Pharmaceuticals
NRC,National Research Corporation Common Stock,,1151029694,36205,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRIM,Northrim BanCorp Inc Common Stock,,201474962,20972,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,2020,1458244626,214281,Health Care,Major Pharmaceuticals
NSEC,National Security Group Inc. Common Stock,,28896825,145,Finance,Life Insurance
NSIT,Insight Enterprises Inc. Common Stock,1995,2712356825,331059,Consumer Services,Catalog/Specialty Distribution
NSSC,NAPCO Security Technologies Inc. Common Stock,,486571749,86522,Capital Goods,Telecommunications Equipment
NSTG,NanoString Technologies Inc. Common Stock,2013,3007017983,482553,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSYS,Nortech Systems Incorporated Common Stock,,19495640,12055,Capital Goods,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,1995,15056138014,2843603,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,1999,2219788584,691537,Technology,EDP Services
NTGR,NETGEAR Inc. Common Stock,2003,1286989038,699857,Public Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,,119543871,12527,Capital Goods,Industrial Specialties
NTLA,Intellia Therapeutics Inc. Common Stock,2016,4132109014,2329976,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,2016,6284246778,1229984,Technology,Computer Software: Prepackaged Software
NTRA,Natera Inc. Common Stock,2015,9274585610,1047028,Health Care,Medical Specialities
NTRS,Northern Trust Corporation Common Stock,,18993873910,1082903,Finance,Major Banks
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,,0,13776,Finance,Major Banks
NTUS,Natus Medical Incorporated Common Stock,,843979770,268400,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NTWK,NetSol Technologies Inc. Common  Stock,,48307938,63161,Technology,Computer Software: Prepackaged Software
NUAN,Nuance Communications Inc. Common Stock,,13105243048,7384013,Technology,Computer Software: Prepackaged Software
NURO,NeuroMetrix Inc. Common Stock,2004,14911549,582874,Health Care,Medical/Dental Instruments
NUVA,NuVasive Inc. Common Stock,2004,2854958847,686332,Health Care,Medical/Dental Instruments
NUZE,NuZee Inc. Common Stock,,133987535,7043,Consumer Services,Other Specialty Stores
NVAX,Novavax Inc. Common Stock,,9013506168,8894091,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVDA,NVIDIA Corporation Common Stock,1999,3.23143E+11,5685210,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,,321409928,30178,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,2013,1198161392,58534,Consumer Services,Other Consumer Services
NVFY,Nova Lifestyle Inc. Common Stock,,16502965,89509,Consumer Durables,Home Furnishings
NVIV,InVivo Therapeutics Holdings Corp Common Stock,,27735105,5512446,Health Care,Medical/Dental Instruments
NWBI,Northwest Bancshares Inc. Common Stock,2009,1670362952,737274,Finance,Major Banks
NWE,NorthWestern Corporation Common Stock,,2776950318,262583,Public Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,,205028200,10432,Finance,Major Banks
NWL,Newell Brands Inc. Common Stock,,10386864000,3595712,Consumer Non-Durables,Plastic Products
NWLI,National Western Life Group Inc. Class A Common Stock,,678117730,14249,Finance,Life Insurance
NWPX,Northwest Pipe Company Common Stock,1995,295830034,33757,Basic Industries,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,,11162064476,757336,Consumer Services,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,,11519368656,3810291,Consumer Services,Newspapers/Magazines
NXGN,NextGen Healthcare Inc. Common Stock,,1333342363,725268,Technology,EDP Services
NXMD,Nexeon Medsystems Inc.,,,0,,
NXMDW,Nexeon Medsystems Inc.,,,0,,
NXST,Nexstar Media Group Inc. Class A Common Stock,2003,5158992607,737252,Consumer Services,Broadcasting
NXTC,NextCure Inc. Common Stock,2019,335596624,191304,Health Care,Major Pharmaceuticals
NXTD,Nxt-ID Inc. Common Stock,,47613535,29129604,Consumer Services,Diversified Commercial Services
NYMT,New York Mortgage Trust Inc. Common Stock,,1458093677,3771761,Consumer Services,Real Estate Investment Trusts
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,0,24177,Consumer Services,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,0,7746,Consumer Services,Real Estate Investment Trusts
NYMTO,New York Mortgage Trust Inc. 7.875% Series C Cumulative Redeemable Preferred Stock,,0,11764,Consumer Services,Real Estate Investment Trusts
NYMTP,New York Mortgage Trust Inc. 7.75% Series B Cumulative Redeemable Preferred Stock,,0,3962,Consumer Services,Real Estate Investment Trusts
OAS,Oasis Petroleum Inc. Common Stock,,765800000,191839,Energy,Oil & Gas Production
OBCI,Ocean Bio-Chem Inc. Common Stock,,119601007,11639,Consumer Durables,Specialty Chemicals
OBLN,Obalon Therapeutics Inc. Common Stock,2016,35045848,1841787,Health Care,Medical/Dental Instruments
OBNK,Origin Bancorp Inc. Common Stock,2018,701906658,126066,Finance,Major Banks
OCAXU,OCA Acquisition Corp. Unit,2021,0,306740,Finance,Business Services
OCC,Optical Cable Corporation Common Stock,,25170627,40095,Basic Industries,Telecommunications Equipment
OCCI,OFS Credit Company Inc. Common Stock,2018,42507260,10068,,
OCCIP,OFS Credit Company Inc. 6.875% Series A Term Preferred Stock,,0,60,,
OCDX,Ortho Clinical Diagnostics plc Ordinary Shares,,,15092845,,
OCFC,OceanFirst Financial Corp. Common Stock,,1139938906,158621,Finance,Savings Institutions
OCFCP,OceanFirst Financial Corp. Depositary Shares,,0,3684,Finance,Savings Institutions
OCGN,Ocugen Inc. Common Stock,2014,294888181,27097493,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCSI,Oaktree Strategic Income Corporation Common Stock,,225715443,63661,,
OCSL,Oaktree Specialty Lending Corporation Common Stock,,789379646,845261,,
OCUL,Ocular Therapeutix Inc. Common Stock,2014,1402884029,653072,Health Care,Major Pharmaceuticals
OCUP,Ocuphire Pharma Inc. Common Stock,,129506137,153736,Health Care,Major Pharmaceuticals
ODFL,Old Dominion Freight Line Inc. Common Stock,1991,23351304582,707243,Transportation,Trucking Freight/Courier Services
ODP,The ODP Corporation Common Stock,,2257896257,954130,Consumer Services,Other Specialty Stores
ODT,Odonate Therapeutics Inc. Common Stock,2017,948894487,757043,Health Care,Major Pharmaceuticals
OEG,Orbital Energy Group Inc. Common Stock,,370133584,9713446,Technology,Electronic Components
OEPWU,One Equity Partners Open Water I Corp. Unit,2021,0,79224,Finance,Business Services
OESX,Orion Energy Systems Inc. Common Stock,2015,319444424,272983,Consumer Durables,Building Products
OFED,Oconee Federal Financial Corp. Common Stock,2011,131423884,1996,Finance,Savings Institutions
